A,B,C,D,E,F,G,H,O
213,201,177,225,280,219.2,34.29518917,221.8666266,90
214,207,176,227,277,220.2,32.98120677,222.6562373,90
216,204,178,233,282,222.6,34.68486702,225.2860404,90
219,200,175,234,296,224.8,40.70085994,228.4548095,90
215,195,171,228,295,220.8,41.80143538,224.7220505,90
215,196,168,225,288,218.4,39.85272889,222.0063062,90
215,192,164,222,280,214.6,38.47908523,218.0224759,90
217,187,163,237,272,215.2,38.01262948,218.5314623,90
214,187,160,233,265,211.8,36.28443192,214.8855509,90
212,184,172,233,257,211.6,31.14225425,213.8794053,90
217,187,175,233,252,212.8,28.48438169,214.6979273,90
215,186,182,230,244,211.4,24.21239352,212.7820481,90
219,188,183,228,240,211.6,22.3839228,212.7806382,90
219,186,183,221,234,208.6,20.36271102,209.5915075,90
219,186,181,216,237,207.8,21.16034026,208.8746035,90
219,190,179,213,242,208.6,22.20450405,209.7784546,90
220,187,182,207,239,207,21.06181379,208.0687386,90
221,183,184,205,235,205.6,20.39215535,206.6088091,90
224,183,185,220,240,210.4,22.57963684,211.6081284,90
223,184,189,219,239,210.8,20.9990476,211.8433383,90
221,186,186,220,232,209,19.24577876,209.8842538,90
222,182,185,222,229,208,20.18910597,208.9775108,90
224,179,186,219,233,208.2,21.57220434,209.3145958,90
224,176,182,224,236,208.4,24.47529367,209.832314,90
221,173,181,235,231,208.2,26.00307674,209.8175398,90
217,170,180,233,224,204.8,25.05513919,206.326925,90
215,168,177,228,219,201.4,24.13793695,202.8413173,90
214,169,174,222,222,200.2,23.66769951,201.5941467,90
220,167,174,218,226,201,25.13961018,202.5660386,90
215,166,172,214,235,200.4,26.77760258,202.1811069,90
214,177,171,213,232,201.4,23.44866734,202.7604498,90
219,176,168,212,228,200.6,24.02998127,202.0341555,90
224,173,168,208,222,199,23.96664349,200.4380203,90
222,182,169,203,217,198.6,20.28398383,199.6331636,90
219,187,168,212,215,200.2,19.61020143,201.1581467,90
220,192,175,222,216,205,18.46076921,205.8295411,90
220,195,173,223,220,206.2,19.44633642,207.1149439,90
219,193,175,220,222,205.8,18.71256263,206.6489777,90
216,217,176,216,219,208.8,16.43654465,209.4459357,90
213,223,175,211,219,208.2,17.13942823,208.9042843,90
210,227,176,206,215,206.8,16.93989374,207.4926505,90
210,228,176,201,211,205.2,17.01058494,205.9038611,90
208,227,176,199,206,203.2,16.46086267,203.865642,90
210,223,177,197,205,202.4,15.25254077,202.9738899,90
210,217,176,211,226,208,16.98234377,208.6921177,90
217,211,183,218,246,215,20.06987793,215.9347124,90
220,206,182,220,248,215.2,21.48860163,216.2702014,90
216,202,178,218,247,212.2,22.50688783,213.3902528,90
213,196,177,218,244,209.6,22.41963425,210.7956356,90
213,192,174,217,240,207.2,22.53353057,208.4216879,90
219,187,173,213,236,205.6,22.65921446,206.8448694,90
219,183,172,219,238,206.2,24.68521825,207.6723381,90
216,179,175,224,244,207.6,26.62780502,209.3007406,90
220,175,174,224,244,207.4,28.06848767,209.2907069,90
220,171,171,222,238,204.4,27.97570374,206.3055986,90
218,169,168,217,235,201.4,27.61593743,203.2845297,90
224,170,165,214,231,200.8,27.76616646,202.7106312,90
224,184,169,214,227,203.6,23.03562458,204.8989995,90
220,183,178,211,223,203,18.85735931,203.8739807,90
220,184,180,206,226,203.2,18.52997572,204.0431327,90
219,184,177,204,221,201,17.87735998,201.7934588,90
218,190,185,207,223,204.6,14.97464524,205.1472642,90
216,202,183,204,221,205.2,13.19696935,205.6239286,90
215,204,182,207,217,205,12.4739729,205.3791616,90
216,209,179,209,219,206.4,14.2492105,206.8912758,90
215,206,176,211,225,206.6,16.52392205,207.2597404,90
214,201,176,209,244,208.8,21.92167877,209.9476125,90
214,199,173,207,251,208.8,25.25391059,210.3216584,90
211,196,169,202,255,206.6,27.96140197,208.4835725,90
209,196,166,197,248,203.2,26.51339284,204.9224243,90
219,192,164,193,244,202.4,27.11899703,204.2087168,90
221,187,162,188,252,202,31.24739989,204.402544,90
222,184,163,186,253,201.6,31.94119597,204.1146737,90
219,187,162,182,250,200,30.97741112,202.384782,90
219,184,162,180,243,197.6,29.2615789,199.7548498,90
221,182,163,181,239,197.2,28.20212758,199.2064256,90
221,182,160,207,236,201.2,27.21323208,203.0320172,90
221,179,157,219,232,201.6,28.64681483,203.6251458,90
219,177,165,227,230,203.6,27.12637093,205.3991237,90
223,174,193,229,227,209.2,21.91255348,210.3444794,90
223,170,197,223,223,207.2,21.15088651,208.276739,90
222,166,204,223,217,206.4,21.30352084,207.496506,90
218,164,208,229,220,207.8,22.89454083,209.0574084,90
217,162,210,228,220,207.4,23.42306556,208.7184707,90
218,159,209,236,220,208.4,26.18854712,210.039044,90
217,155,207,230,217,205.2,26.14115529,206.8584057,90
213,156,204,226,214,202.6,24.32776192,204.0553846,90
210,156,202,224,228,204,25.76819745,205.6210106,90
208,168,199,223,236,206.8,23.16376481,208.0932483,90
209,169,200,217,230,205,20.52315765,206.0247558,90
210,168,200,215,227,204,19.9899975,204.9770719,90
207,167,198,212,223,201.4,19.0010526,202.29434,90
207,166,196,210,223,200.4,19.23122461,201.3206398,90
206,163,195,219,224,201.4,21.71266911,202.5670259,90
205,159,199,224,234,204.2,25.8874487,205.8343995,90
209,157,197,226,231,204,26.44239021,205.7065872,90
211,161,193,227,232,204.8,25.80232548,206.4189914,90
213,165,189,223,247,207.4,28.21063629,209.3098182,90
221,173,185,216,241,207.2,24.79032069,208.677742,90
223,174,181,210,243,206.2,25.77906127,207.8051972,90
219,172,180,206,244,204.2,26.18701969,205.8722905,90
218,169,176,207,243,202.6,27.29542086,204.4304283,90
222,167,173,220,241,204.6,29.24790591,206.6799458,90
222,167,173,222,241,205,29.46862739,207.1072186,90
218,164,174,222,234,202.4,27.95424834,204.3213156,90
218,162,171,216,231,199.6,27.65935646,201.50732,90
216,159,169,215,233,198.4,28.9799931,200.5053615,90
215,157,175,210,235,198.4,28.32384155,200.4115765,90
215,154,173,206,228,195.2,27.47653544,197.1243263,90
215,151,172,203,225,193.2,27.61448895,195.1635212,90
221,148,169,202,225,193,29.96664813,195.31257,90
224,153,168,203,231,195.8,30.62939764,198.1812302,90
225,154,168,206,229,196.4,30.25623903,198.716884,90
223,152,172,201,224,194.4,28.41548873,196.4657731,90
222,149,169,204,222,193.2,29.37618083,195.4205721,90
220,148,170,200,223,192.2,29.08195317,194.3877568,90
215,164,167,197,234,195.4,27.08948135,197.2688521,90
215,172,165,191,233,195.2,25.64683216,196.877627,90
220,169,163,188,227,193.4,26.01999231,195.142512,90
216,174,162,207,224,196.6,24.26190429,198.091393,90
213,176,164,228,223,200.8,25.8874487,202.4618483,90
212,176,161,239,220,201.6,28.80694361,203.6477351,90
215,172,162,246,234,205.8,33.33706646,208.4826132,90
216,170,161,242,236,205,33.50223873,207.7195224,90
216,167,159,240,233,203,33.67491648,205.774148,90
215,166,156,235,234,201.2,33.73662698,204.0088233,90
212,166,158,231,232,199.8,31.77672104,202.3111465,90
212,168,154,226,225,197,30.13303835,199.2912442,90
212,174,152,234,221,198.6,30.69592807,200.9582046,90
212,172,150,237,233,200.8,34.30102039,203.7086154,90
211,171,157,237,231,201.4,32.03498088,203.9318514,90
209,168,158,235,228,199.6,31.23203484,202.0287108,90
208,165,161,231,230,199,30.54832238,201.3310706,90
207,163,160,230,237,199.4,32.51215157,202.0331656,90
206,161,159,229,245,200,34.93994848,203.029062,90
207,158,158,227,240,198,34.31034829,200.9507402,90
207,154,160,224,233,195.6,32.65945499,198.3078415,90
207,155,159,219,228,193.6,30.64375956,196.0102038,90
204,153,165,215,223,192,27.87113202,194.0123707,90
201,152,169,208,220,190,25.41653005,191.692462,90
200,150,167,202,219,187.6,25.23965134,189.2902533,90
200,149,164,198,216,185.4,24.86443243,187.0598835,90
201,145,161,203,216,185.2,27.2646291,187.1961538,90
201,157,158,205,211,186.4,23.81260171,187.9148743,90
202,160,163,202,208,187,20.95709904,188.1706672,90
204,165,168,201,212,190,19.54482029,191.0026178,90
204,162,171,201,208,189.2,18.8827964,190.1399485,90
203,159,169,214,202,189.4,21.39719608,190.6048268,90
203,158,167,234,211,194.6,28.26021939,196.6412978,90
204,158,165,239,224,198,31.88102884,200.5502431,90
206,161,167,241,226,200.2,31.63162974,202.6834971,90
205,160,166,239,224,198.8,31.21153633,201.2351858,90
205,160,169,233,219,197.2,28.27295528,199.2164652,90
205,159,168,229,220,196.2,27.92418307,198.1771934,90
206,156,165,231,217,195,29.40068026,197.2039553,90
206,153,170,231,242,200.4,34.26134848,203.3076487,90
207,151,169,228,255,202,37.94733192,205.5334523,90
206,154,172,224,251,201.4,34.93765877,204.4079255,90
206,154,173,222,247,200.4,33.3862247,203.1620043,90
208,153,172,222,242,199.4,32.56746843,202.0420748,90
210,155,170,220,236,198.2,30.67507131,200.5597168,90
211,160,172,219,239,200.2,29.62026333,202.3793468,90
208,169,175,215,234,200.2,24.62031681,201.7082051,90
211,170,176,210,231,199.6,23.05298245,200.9268524,90
212,171,173,207,230,198.6,23.03562458,199.9314883,90
210,172,177,205,227,198.2,20.74029894,199.282212,90
211,169,175,220,226,200.2,23.5915239,201.5852177,90
212,167,175,224,228,201.2,25.34087607,202.7895461,90
214,168,175,224,227,201.6,25.04875246,203.1501907,90
216,165,175,221,221,199.6,24.44258579,201.0910242,90
219,162,173,219,216,197.8,25.00719896,199.3745219,90
219,163,171,228,213,198.8,26.52093513,200.5612126,90
219,159,167,231,234,202,32.33573874,204.5717478,90
227,158,163,228,247,204.6,36.74016875,207.8725571,90
229,156,166,224,242,203.4,35.2567724,206.43304,90
228,154,167,224,241,202.8,35.23293913,205.8378002,90
225,152,166,223,247,202.6,36.84888058,205.9237723,90
223,149,163,232,274,208.2,46.1796492,213.2599353,90
222,146,160,231,269,205.6,45.96781483,210.6760546,90
219,143,160,231,263,203.2,44.91948352,208.1057424,90
215,142,160,229,259,201,43.60275221,205.6749863,90
213,140,157,229,275,202.8,49.08115728,208.6547387,90
213,139,159,238,299,209.6,57.19300657,217.2629743,90
213,137,156,234,299,207.8,57.83908713,215.6993278,90
213,138,152,230,305,207.6,59.92194923,216.074987,90
216,139,149,225,301,206,58.69241859,214.1980392,90
216,139,146,223,292,203.2,56.27574966,210.848761,90
214,140,145,217,289,201,54.81970449,208.3415465,90
216,142,149,212,283,200.4,51.48436656,206.9077089,90
216,147,157,209,282,202.2,48.36279562,207.9033429,90
215,148,155,202,278,199.6,46.9919142,205.0570652,90
215,148,153,199,270,197,44.70794113,202.0094057,90
212,149,154,203,263,196.2,41.87314175,200.6185435,90
211,152,153,224,265,201,43.4281015,205.6380315,90
212,157,154,225,264,202.4,41.95521422,206.702685,90
225,157,155,226,259,204.4,41.37438821,208.5454387,90
224,156,153,224,257,202.8,41.24754538,206.9521684,90
224,154,152,218,256,200.8,41.11642008,204.9663387,90
223,155,153,214,258,200.6,40.79509774,204.7061308,90
220,154,151,214,258,199.4,41.17086348,203.6059921,90
222,153,155,214,259,200.6,40.9712094,204.7413002,90
221,151,153,217,258,200,41.72289539,204.3056534,90
221,148,153,216,251,197.8,40.46430526,201.8965081,90
219,147,154,213,245,195.6,38.42707379,199.3389074,90
218,150,154,212,253,197.4,39.64643742,201.3419976,90
216,153,153,208,255,197,39.28867521,200.8795659,90
213,152,157,205,250,195.4,36.71838776,198.8200191,90
210,149,155,202,250,193.2,37.4133666,196.7892273,90
209,146,157,199,257,193.6,39.72706886,197.6340052,90
209,143,162,196,259,193.8,40.19651726,197.9247332,90
208,140,169,206,253,195.2,38.35309635,198.9321492,90
210,138,173,229,247,199.4,39.29681921,203.2353316,90
217,136,174,231,248,201.2,40.78921426,205.2929614,90
217,134,183,244,242,204,41.36181814,208.1509068,90
219,133,182,243,241,203.6,41.56729484,207.7999038,90
219,131,184,236,245,203,41.60288452,207.2192076,90
219,130,184,233,242,201.6,40.8832484,205.7036704,90
230,130,183,228,244,203,41.86645435,207.2722847,90
234,129,179,223,245,202,42.8298961,206.4906778,90
234,128,176,218,244,200,42.83923435,204.5365493,90
230,132,173,214,239,197.6,39.85272889,201.5787687,90
226,135,171,208,240,196,38.27793098,199.7027791,90
224,136,167,203,238,193.6,37.44115383,197.1872207,90
221,135,166,198,233,190.6,35.98110615,193.966492,90
223,136,168,205,232,192.8,35.88537306,196.1111929,90
219,149,165,207,229,193.8,31.25635935,196.3043555,90
218,157,162,202,225,192.8,28.23756363,194.8568705,90
216,160,158,202,222,191.6,27.40510901,193.5499935,90
215,161,156,198,217,189.4,26.12738027,191.1936191,90
217,159,153,194,218,188.2,27.72291471,190.2309123,90
217,157,154,202,231,192.2,31.35219291,194.7403399,90
215,157,151,213,228,192.8,32.15213834,195.4625284,90
213,155,158,218,222,193.2,30.1157766,195.5331174,90
212,153,164,215,218,192.4,27.96140197,194.4211923,90
210,154,160,214,216,190.8,27.73012802,192.8045643,90
208,155,158,212,217,190,27.51726731,191.9822908,90
213,153,156,213,214,189.8,28.84024965,191.9786446,90
211,150,157,208,219,189,29.29163703,191.2563724,90
208,151,154,207,215,187,28.31960452,189.1322289,90
207,148,153,203,209,184,27.46634304,186.0387057,90
207,146,154,205,206,183.6,27.55793897,185.6566724,90
205,143,157,200,204,181.8,26.39242316,183.705743,90
203,140,162,196,204,181,25.61249695,182.8031728,90
203,137,165,191,201,179.4,25.15233588,181.1546301,90
200,134,164,187,200,177,25.2031744,178.7853462,90
198,132,162,184,201,175.4,25.70291812,177.2732354,90
198,130,159,185,200,174.4,26.58270114,176.4142851,90
196,128,159,180,196,171.8,25.77130187,173.722192,90
197,126,155,184,192,170.8,26.70880005,172.8756779,90
195,124,153,194,194,172,28.85134312,174.4029816,90
192,123,152,190,211,173.6,31.72759052,176.475494,90
192,123,149,188,211,172.6,31.95371653,175.5329029,90
193,121,146,188,206,170.8,32.0087488,173.7734157,90
191,126,144,194,201,171.2,30.27474195,173.8562625,90
193,124,144,194,199,170.8,30.77271519,173.5499928,90
194,123,144,193,202,171.2,31.64427278,174.0999713,90
194,123,142,193,204,171.2,32.39382657,174.2377686,90
194,122,141,190,212,171.8,34.26018097,175.1827617,90
196,123,139,187,213,171.6,34.55777771,175.045137,90
194,122,137,185,212,170,34.51955967,173.4693056,90
196,123,135,182,210,169.2,34.20760149,172.6232893,90
201,122,133,179,206,168.2,34.62600179,171.7271091,90
202,123,131,178,202,167.2,34.06699282,170.6352836,90
200,124,131,175,204,166.8,33.66541252,170.1634508,90
201,126,131,173,207,167.6,33.96233208,171.0064326,90
202,126,129,171,207,167,34.54272717,170.5350404,90
200,123,126,176,201,165.2,34.4290575,168.7495185,90
199,120,125,177,204,165,35.90543134,168.8614817,90
198,119,126,175,204,164.4,35.62358769,168.2153382,90
203,117,124,173,200,163.4,36.620213,167.4532771,90
205,116,123,177,202,164.6,38.15022936,168.9633096,90
205,114,124,179,204,165.2,38.98409932,169.7374443,90
202,113,128,175,198,163.2,36.3725171,167.2040669,90
202,112,135,176,195,164,34.91131622,167.674685,90
200,114,135,204,192,169,37.13758204,173.0323669,90
199,113,137,230,189,173.6,42.60328626,178.7512238,90
200,116,139,237,192,176.8,43.63209828,182.1043657,90
202,115,139,250,190,179.2,47.72169318,185.4454098,90
200,113,142,246,186,177.4,46.24110725,183.3275757,90
198,112,150,247,181,177.6,45.40748837,183.3128473,90
197,110,151,248,177,176.6,46.05475003,182.5064382,90
195,108,163,244,173,176.6,44.23844482,182.0565846,90
194,107,163,239,170,174.6,43.00976633,179.8193538,90
193,106,165,239,168,174.2,43.18981361,179.4742321,90
192,108,167,233,165,173,40.70872142,177.7250686,90
193,108,163,239,163,173.2,42.85043757,178.4219717,90
200,108,161,239,162,174,43.74928571,179.4157184,90
203,106,159,240,158,173.2,45.38457888,179.0474797,90
201,105,156,235,156,170.6,44.27459768,176.2515248,90
200,103,160,231,163,171.4,43.00976633,176.7138931,90
208,105,163,227,179,176.4,42.05520182,181.3438722,90
209,107,163,224,178,176.2,40.80882258,180.8640373,90
210,107,162,223,176,175.6,40.79509774,180.2764544,90
207,108,161,220,183,175.8,39.48366751,180.1793551,90
207,107,158,218,198,177.6,40.69692863,182.2031833,90
205,105,160,215,200,177,40.57092555,181.590198,90
204,105,160,217,200,177.2,40.8186232,181.8405895,90
202,105,166,215,196,176.8,39.33141238,181.1220583,90
201,104,165,213,194,175.4,39.04151636,179.6925151,90
199,103,167,210,193,174.4,38.39583311,178.5765942,90
199,102,172,209,193,175,38.4551687,179.1753331,90
199,101,169,217,188,174.8,40.05196624,179.3298637,90
197,102,169,216,184,173.6,38.99025519,177.9247032,90
194,105,169,220,180,173.6,38.30717948,177.7762639,90
195,106,169,220,177,173.4,37.98210105,177.5111264,90
202,104,168,221,178,174.6,39.85774705,179.0915967,90
198,103,169,216,183,173.8,38.6957362,178.0556093,90
200,102,173,214,181,174,38.75564475,178.2638494,90
201,104,170,216,179,174,38.55904563,178.2212109,90
198,104,172,211,185,174,37.33630941,177.9606698,90
197,103,169,208,198,175,38.26747967,179.1351445,90
196,103,167,202,200,173.6,37.50519964,177.6051801,90
201,102,162,200,200,173,38.48116422,177.2281016,90
200,101,159,199,197,171.2,38.32701397,175.4377382,90
200,101,156,195,192,168.8,37.30629974,172.8733641,90
199,100,155,190,188,166.4,36.40109888,170.3349641,90
207,99,158,187,185,167.2,37.4934661,171.3522687,90
207,99,156,186,180,165.6,37.05455438,169.6950206,90
205,99,158,186,176,164.8,36.24030905,168.7376662,90
205,101,166,182,175,165.8,34.87922017,169.4290412,90
204,100,165,183,171,164.6,34.94338278,168.2682382,90
201,100,163,194,168,165.2,35.70658203,169.0147923,90
198,99,159,207,178,168.2,38.3739495,172.5218827,90
195,98,158,213,176,168,39.54238233,172.5908456,90
193,98,157,219,174,168.2,40.70085994,173.0543267,90
193,96,158,217,173,167.4,40.82450245,172.3061229,90
192,96,159,220,173,168,41.40048309,173.0260096,90
189,95,158,219,181,168.4,41.56729484,173.4543168,90
189,94,158,218,185,168.8,41.95902763,173.9367701,90
189,94,159,215,184,168.2,41.14073407,173.1583091,90
190,98,159,210,181,167.6,38.46348918,171.9569714,90
189,98,157,206,178,165.6,37.3555886,169.7610085,90
188,98,159,203,175,164.6,36.32409669,168.5603749,90
188,97,161,200,172,163.6,35.86976443,167.4861188,90
188,97,160,194,168,161.4,34.53462031,165.0533247,90
